Tweets,Effectiveness,Intensity,Polarity,Annotated By,Date
@dnetta @INCIndia @RahulGandhi @priyankagandhi @kharge @kcvenugopalmp @Jairam_Ramesh Please tell us about the source of your information 🙏# @nsitharaman #Budget2023,,,,,
"Story of many! Right?

Invested to save Tax..
.
.
Taxed on investment Return..

#Budget2023
#investing",,,,,
"Koelnmesse India welcomes the Union Budget 2023 announced by Prime Minister &amp; believes that the initiatives will certainly augur well for the agriculture, food and dairy sectors.
#Budget #Budget2023 #Forecast #MSME #b2bevents #b2btrade #UnionBudget #UnionBudget2023 https://t.co/IAF7oTOWht",,,,,
"Highlights of proposal in finance bill, 2023
- Direct Tax Provisions Part 1 - Read this - https://t.co/PKHVdhflvH
#Budget2023 #NirmalaSitharaman #budget2023 #budgetanalysis #directtaxprovisions #directtax Read this here - https://t.co/3MazxYlBR2",,,,,
"Great support from government.
#Budget2023 #SaveSoil #TreeBasedAgriculture https://t.co/ewUtrOBz8L",,,,,
"We love things to be within budget😁

#Ganesh #GaneshGrains #UnionBudget2023 #Love #Budget #Trending #Budget2023 https://t.co/ytT0Vr9sqN",,,,,
"Thank you all for joining this Spaces as @PrateekLearnapp &amp; @iYashUpadhyaya decoded #Budget2023 along with breaking down the new tax regime. 👀

For those who missed it, here's the recording: https://t.co/eW0C2WpUNE",,,,,
"https://t.co/YTUHr2DmhM
Modi govt earmarks ₹ 10 crore in budget for madrassa modernisation
#Madrasa #education #ModiGovt #Budget2023 #islamiceducation #Muslim #Assam @mygovindia @PMOIndia @narendramodi @nsitharaman @nsitharamanoffc @IndianMuslimss @MuslimsofAssam @AssamAwaz",,,,,
"It takes a deep thinker,to analyze the choices of these kids.
I know most people will say they rather take the 1 Million in cash than the 1 Million followers.
What's your thought about this?
#GalaxyS23 
#trans 
#bist100 
#Budget2023 
#businesstips https://t.co/CtpRuQRM3a",,,,,
"#Budget2023
Please help me I loose a lot of money in trading. I lost my grand mother loan amount and she doesn't know about. Please help me.
Please as much you can
Upi Id = vivaanaarav@ybl https://t.co/cKk6udVlBj",,,,,
"How can we escape from the cycle of birth and death?
One must find the true spiritual leader who provides true way of worship. Only then salvation is possible.
Saint Rampal Ji Maharaj is the only one who grants true way of worship and the true mantras of true God.
#Budget2023 https://t.co/8NZ2Ha141Y",,,,,
"Indian economy greatly relies on the contribution of MSMEs.
MSMEs shall scale new heights with the latest provisions in the Union Budget 2023.
#PSB59 #PSBLoansIn59Minutes #OPL #Finance #Business #Loans #MSMEs #MSME #MUDRA #MUDRALoans #smallbusiness #UnionBudget #Budget2023 https://t.co/LJJ8LcaYtO",,,,,
Looking into the draft of NEP #Budget2023 is not relevant,,,,,
"Nearly half of Indians work on farms but earn only a sixth of national income

#Budget2023 #UnionBudget #UnionBudget2023 https://t.co/xBG2QfPqiD",,,,,
"We score high on road, rail networks but need to work on power, internet infra

#Budget2023 #UnionBudget #UnionBudget2023 https://t.co/Q4CJg5buQJ",,,,,
"Mr Naysar Shah, expressing his views on Budget 2023-24

@ETNOWlive @NDTVProfit @ZeeBusiness @CNBCTV18News #budget2023 #unionbudget2023 @NaysarShah78 #expertopinions #credentglobal #credentassetmanagement https://t.co/xnV6W2r1rH",,,,,
"Indian economy more dependent on global trade than Chinese, US

#Budget2023 #UnionBudget #UnionBudget2023 https://t.co/VwdBvNCddB",,,,,
"Can India wean itself off #fossilfuels? France, Brazil show it’s possible

#Budget2023 #UnionBudget #UnionBudget2023 https://t.co/1UQccpvkbE",,,,,
"We’ll be the third largest economy by 2027, but what will it take to be no. 1?

#Budget2023 #UnionBudget #UnionBudget2023 https://t.co/u8Nbuqs73z",,,,,
"AGAIN &amp; AGAIN, Arrogant Remark by FM

❓ ""Not Good Enough"" #Budget2023 for Middle class
😡 ""Next question please""
- #NirmalaSitharaman 

#चौकीदार_ही_चोर_है https://t.co/clsLkEwWFy",,,,,
"With bumper yields, indian markets gave shot of hope amid covid gloom 

#Budget2023 #UnionBudget #UnionBudget2023 https://t.co/x2mY6EbQzl",,,,,
"Private consumption has grown faster in India than in the US but inflation continues to pinch 

#Budget2023 #UnionBudget #UnionBudget2023 https://t.co/HlxNhig4rX",,,,,
"#IncomeTax kicks in early in india and so does the top rate 

#Budget2023 #UnionBudget #UnionBudget2023 https://t.co/kyzEpi64Zi",,,,,
"Decoding #UnionBudget2023 

Here are some data points explaining how the #Budget2023 is going to impact your earning, spending, on money &amp; markets, and on politics &amp; economy 

#Thread https://t.co/DGI7BPlhxu",,,,,
Alien spaceship in our Village #Budget2023 https://t.co/XhrNeo8ZL8,,,,,
#BudgetWithBQ | Finance Minister @nsitharaman conducts a post-budget industry interaction at @ficci_india. #Budget2023 #BQLive https://t.co/Plo5WbgY4a,,,,,
For investors in the #ElectricVehicles ecosystem #Budget2023 (3/n) https://t.co/SnVGuHU2Tj,,,,,
"Fueling Progress, Planting a Greener Future: Embracing Sustainability in India.

#Budget2023 @nsitharaman @nsitharamanoffc @FinMinIndia https://t.co/gcXFyUvZKM",,,,,
#Budget2023 @nsitharaman Why do you hate middle class income tax payers?,,,,,
"#Postbudget #StockMarket #stockmarkets #StockMarketindia #Update with @arindam2501 organised by @iiflsecurities

Click to join - https://t.co/UgD8l4sLPw

#Budget2023 #BudgetSession2023 https://t.co/wfdoMnYEga",,,,,
"Elaborate security arrangements are in place for the Assembly budget session - INN Photos

#TelanganaAssembly #Budget2023 #TelanganaBudgetSession #Hyderabad #Telangana 

@HiHyderabad https://t.co/WkY6f0snDb",,,,,
"This is probably the fastest 15-second summation and fulsome praise that #Budget2023 received. All sections benefitted, nobody feels neglected. Mind it!😅😂🤣 https://t.co/fasQ1d66Zb",,,,,
"Welcome to all 
@kumarmanishsd
@Athar__065
@KALLUJANU
@abdulhameedfa11
@76Suhel
@_garrywalia
@Jansse43567
@AwasimkKhan
@20025Ali
#Zero2Hero
#Thalapathy67TitleReveal
#Budget2023
https://t.co/QbXJ7D4qzL",,,,,
"If our campus could speak to its students, it would say,

“U N I are ON the way to #DiscoverTheFutureYou at a UNIQversity!” 😍

#VijaybhoomiUniversity #UnionBudget #Budget2023 #UnionBudget2023",,,,,
For investors in #startups #Budget2023 (2/n) https://t.co/uOAE13czoC,,,,,
"#BudgetWithCNBCTV18 | Budget architect @nsitharaman interacts with FICCI members

#Budget2023 #UnionBudget2023 @ficci_india https://t.co/oIntYydgIk",,,,,
Now that everyone has gone through #Budget2023 - we have identified some key takeaways for alternate asset investors. Read on to know more (1/n) https://t.co/Y7PNyASImx,,,,,
#Budget2023 Meaning of #NarendraModi https://t.co/qriBGuyw2L,,,,,
"Usage of PAN (permanent account number) by companies as a common identifier for all digital systems of specified government agencies will help in expediting clearances. 

#PAN #Budget2023 #NirmalaSitharaman 

https://t.co/xUjpJSNS0h",,,,,
"He : What do u want?
She : 1,13,7🌚
#Whatsapp #SidKiara #Budget2023 #MANIFESTO_IN_MANILA",,,,,
"The best decision This Government has taken in This #Budget2023 is to transit Manhole to Machine hole mode.
According to the National Commission for Safai Karamcharis, 1,054 people have died till December 31, 2022 due to hazardous cleaning of sewer and septic tanks. The (1/4) https://t.co/2haOIc4yxX",,,,,
"Fiscal Deficit to GDP ratio.

#Budget2023 https://t.co/9CaySanULy",,,,,
"Although 90% of India's total workforce is in the #unorganisedsector, only 0.24% of the #Budget2023 is set aside for them. It's simply not fair to this majority population who comprises 30% of the total population. #IndianEconomy #UnfairBudget #IndianEconomy #IndiaBudget2023 https://t.co/aze77npUzI",,,,,
"321 crore budget on Women safety is waste of money.. 

Hrithik roshan alone spend 380 crore for his safety from his wife Sussanne 😂.

#Budget2023",,,,,
The Union Budget for 2023-2024 maintained its emphasis on boosting capital expenditures!#Budgetday #budget2023 #unionbudget2023 #growth #taxregime Tap to Read More!https://t.co/h2K5iHJGfa,,,,,
"The Centre has also reduced basic customs duty on seeds used in manufacturing of lab-grown diamonds.

https://t.co/qb4sIJqGi9…

#Budget2023",,,,,
"The reduction in customs duty on lithium cells and the continuation of battery subsidy announced in the Union Budget 2023–24 by FM Nirmala Sitharaman on Wednesday were well received by the EV industry.

What are your thoughts on this budget? 
#financeminister #budget2023 #budget https://t.co/0ZfojLK18w",,,,,
"#Budget2023 outlay on PLI for auto mobile and auto component increased from Rs. 3 cr to Rs. 604 cr. Similarly scheme for Hybrid and EVs from Rs. 2908 cr to Rs. 5172 cr. Hopefully, these crucial sectors will gain from it.",,,,,
"""अमृत काल"" Dost ka Dushman , Dushman hota hai 😳

 Aur Dushman ka Dushman Dost💥
Ab aap decide kare aap kya hai 🤣

Join and gain massive Follower 🎯

For retweet ur tweets 🤣😳
#Zero2Hero

""अमृत काल""
#BudgetSession
#Budget2023
#चौकीदार_ही_चोर_है
https://t.co/Qe3dz7QbIB",,,,,
"Why this government can't take critisism positively
#Budget2023 
#BudgetSession",,,,,
"Union Finance Minister N Sitharaman presented the Union Budget on Feb 1. Here's All That You Need To Know About The Union Budget💼

#Budget2023 #UnionBudget2023 #BudgetHighlights #NirmalaSitharaman #ATSpecial #SocialMediaSpecial (@NawazKiAwaz) https://t.co/VjrDsxQM65",,,,,
"#Budget2023: From health to women empowerment, FM @nsitharaman Ji pushes for social reform policies.

#NAMO
#BJP
#MyGov
#IndianArmy
#IndianAirForce
#IndianNavy
#AatmanirbharBharat
#AmritKaalBudget
#JaiHind
#NewIndia

https://t.co/Tf9GUzzQEP

via NaMo App https://t.co/DsevIHGJtB",,,,,
"Join us #LIVE with panelists from #NCRajagopal as we discuss and review the #Budget2023

Login into #youtube now! 
https://t.co/2qn5P20vwP https://t.co/2KMrardeqT",,,,,
"Neetu Vinayak and Uma Iyer, Partners, @EY_India deliberated upon the insights and impact of #Budget2023 at the webinar on Post Budget Analysis 2023.

@IndianOilcl @BPCLimited @HPCL @ONGC_ @CairnOilandGas @chennaipetro @bp_plc @Ongc_Mrpl @NayaraEnergy @gailindia @PetronetLNGLtd https://t.co/X6brAtsy2Y",,,,,
"Me to budget ke bare me soch rahi hu,
Or aap…! #sangeetakapure #sangitakapure #Budget2023 https://t.co/uKjB7B7ukC",,,,,
"Gautam Adani net worth over last decade (2014-2023). Today:— $74.3B
2022:— $145.6B
2014:— $2.82B
Data source: Forbes
yes, it is happening before General Elections 2024
#Adani #Budget2023",,,,,
"Subsidies in Food, Fertiliser, Petroleum .

#Budget2023 https://t.co/M6xzYzkq43",,,,,
"This is an interesting comparison on #incometax 

#Budget2023 https://t.co/SG6HFoTxtt",,,,,
"Check out the views of our founder and CEO, @GodhaManish on the budget 2023 in the article published in the @livemint, The @financialexpres and the @abplive - https://t.co/SQ8gJ5vCTW
#Budget2023 #UnionBudget #NirmalaSitharaman",,,,,
"The post says it all...
DM us to order your happiness

#eairtec #eairtectv #momentmarketing #budget #budget2023 #viral #meme #memealert #trending #instagram https://t.co/5QJYII6Rpw",,,,,
"Dev_Fadnavis: To create globally ready human resources, we will need trained teachers too as per our #NEP. So every district will have this training facility.

#Mumbai | 1/2/23 
#AmritKaalBudget #Budget2023 https://t.co/AXZS83nw0D",,,,,
"Dev_Fadnavis: The number of medical colleges in our country have almost doubled by now. So, nurses, allied skilled human resources have been thought of.
And eradication of sickle cell anaemia is an extremely important thing in this #Budget2023.
#Mumbai |… https://t.co/6k7p9yOvMT",,,,,
"Dev_Fadnavis: 🇮🇳💪🏼
What exactly happened in last 8 years ❓
गेल्या 8 वर्षात नेमके काय झाले आहे ❓

P.S: People who like numbers should not miss this one !
#Mumbai | 1/2/23. 
#AmritKaalBudget #Budget2023 https://t.co/zSVKcv4dGT",,,,,
"Dev_Fadnavis: Earlier, budgets used to be limited to a particular group but Hon PM @NarendraModi ji has brought about the democratisation of budget..

#Mumbai | 1/2/23 
#AmritKaalBudget #Budget2023 https://t.co/sErx5eHaQg",,,,,
"#चौकीदार_ही_चोर_है #Budget2023 Where the hell is @SEBI_India and @RBI ?

Indian stock market is being destroyed in value",,,,,
Online form to send budget tips to Finance Minister https://t.co/RE5hEd6UUi #TipsForMinFin #Budget2023 https://t.co/vIWgDDR5Kc,,,,,
"Industry believes that the introduction of two new sections pertaining to taxation of winnings from online games is an important move to differentiate games of skill from games of chance
#Budget2023 #UnionBudget2023 #onlinegaming 
@Inc42 
https://t.co/4NVkAoWHcC",,,,,
"The emphasis on technology-aided solutions and expanding healthcare infrastructure in #Budget2023 is commendable.

Still, adequate allocation in the Budget is crucial in closing the gap in basic health coverage, says @epigiri

https://t.co/ScQn0SvDjv",,,,,
"Earlier major of ITR got filled showing income of rs. 4,95,000

Now from next year income will be 6,95,000.

Increase in national income 

#Budget2023 #tax",,,,,
@GATHOBIAS She can't answer because this is how #Budget2023 is for her intelligence...🤪 https://t.co/A53yiwALf0,,,,,
"Here is a glimpse of the highlights of the #unionbudget2023 that will pave the path to accelerated growth in the agriculture sector.

#wrms #agriculture #growth #budget #budget2023 #momentmarketing #agtech #agtechnology #agritech #unionbudget #indianbudget #AmritKaalBudget https://t.co/dipB99hRT5",,,,,
"What does the Indian #Budget2023 have in store for #ElectricVehicles 🔋and the Energy sector⚡️?

Read the highlights from the 🇮🇳 #BudgetSession ⬇️

#EMobility #GreenBudgetWithGIZ https://t.co/r0oha5xr5w",,,,,
"PM #Modi ji, why this apathy &amp; discrimination towards Telangana?
#Budget2023 @KTRBRS https://t.co/hGDHBKhPvp",,,,,
"Budget your time wisely, and let us help you achieve the top NEET 2023 rank.

Click the link to Enroll Now: https://t.co/L8ZrW3RmT3

#infinitylearn #edtech #budget #trendingpost #trending #NEET #NEET2023 #preparation #RAP #budget #budget2023 #unionbudget #unionbudget2023 https://t.co/IQGTE2l7dW",,,,,
"#UnionBudget2023 - SMIFS Research

👉Read Full Report: https://t.co/v6ngYYMPFr

#UnionBankOfIndia #Budget2023 #stockmarketnews #indianstockmarket https://t.co/IrnejETAGv",,,,,
"Chairman, CBDT, Sh Nitin Gupta throwing light on various aspects of Direct Tax proposals in the Union Budget in a panel discussion with @ShereenBhan in ‘The Budget Verdict’ on @CNBCTV18News

Sharing the stage are other dignitaries from Govt of India.

#Budget2023
#AmritKaalBudget https://t.co/CAVdksq1yq",,,,,
"Going to start 👇
🙌 What is Tax benefit for Tax Payer
👊 New Tax Regime Vs Old Tax Regime 🎉 Explanation of New Tax Regime
Feb 2, 2023 09:00 PM https://t.co/HADf4vRB0E
#Income #investment #money #business #businessowner #Budget2023 #budget https://t.co/hRb4goxHUP",,,,,
